SESSION_ID,LICENSE_PLATE,FACILITY_ID,FACILITY_NAME,DISTRICT,IN_TIME,OUT_TIME,ACTUAL_DURATION_HOURS,RATE_PER_HOUR,COST,STATUS,LICENSE_PLATE_STATE,INGESTED_AT,ROW_TIMESTAMP,OFFSET_ID
6bce3ec7-e6b8-4aef-9613-75a7e6c7a145,GUP-5921,36,Jerome-190th St Garage,Bronx,2025-10-07 06:21:26.000 -0400,2025-10-07 09:57:33.245 -0400,3.599999905,7,25.209999084,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
f87b5032-3090-42ef-9452-9887f8b8159b,CRT-7862,37,Yankee Stadium Lot A,Bronx,2025-10-07 06:02:13.000 -0400,2025-10-07 09:04:26.737 -0400,3.039999962,25,75.930000305,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
e02203b4-a669-4dc6-98d6-5ab3a1542243,LHT-9901,37,Yankee Stadium Lot A,Bronx,2025-10-07 06:58:43.000 -0400,2025-10-07 09:26:19.086 -0400,2.460000038,25,61.5,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
dd495bd4-647a-452c-a248-e16af68a9f7d,NKU-5530,37,Yankee Stadium Lot A,Bronx,2025-10-07 06:46:33.000 -0400,2025-10-07 09:02:09.830 -0400,2.25999999,25,56.509998322,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
a46ed25d-5cf7-4846-b09a-f8313a672583,BFS-3477,41,St George Ferry Terminal,Staten_Island,2025-10-07 06:28:06.000 -0400,2025-10-07 09:01:33.572 -0400,2.559999943,5,12.789999962,completed,PA,2026-02-07 18:17:12.676 -0500,\\N,\\N
24c1907b-1f7e-4eee-a292-31d382d78ca8,KEF-7493,1,Times Square 44th St,Manhattan,2025-10-07 07:47:30.000 -0400,2025-10-07 09:53:05.357 -0400,2.089999914,35,73.260002136,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
351f1722-819b-47be-9f9b-986d89f9f43e,NUC-8972,4,Financial District Wall St,Manhattan,2025-10-07 07:50:27.000 -0400,2025-10-07 09:04:30.539 -0400,1.230000019,40,49.369998932,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
80544e9f-1552-42e0-8168-571be6f29925,AJM-9235,6,Chelsea Market 15th St,Manhattan,2025-10-07 07:40:15.000 -0400,2025-10-07 09:48:22.189 -0400,2.140000105,25,53.380001068,completed,PA,2026-02-07 18:17:12.676 -0500,\\N,\\N
eb3a890f-2ffb-49c4-b73b-df03191622ea,ZDL-1991,8,Upper West Side 72nd St,Manhattan,2025-10-07 07:06:29.000 -0400,2025-10-07 09:21:01.778 -0400,2.24000001,28,62.790000916,completed,PA,2026-02-07 18:17:12.676 -0500,\\N,\\N
3af17518-dc1d-46ea-b9bd-ac5b06bb0af0,V43-PPV,10,Tribeca Greenwich St,Manhattan,2025-10-07 07:23:51.000 -0400,2025-10-07 09:35:57.701 -0400,2.200000048,32,70.459999084,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
869dc1e1-9280-4263-ad67-6c0ff277bd85,F44-YVV,13,Harlem 125th St,Manhattan,2025-10-07 07:11:26.000 -0400,2025-10-07 09:33:21.489 -0400,2.369999886,15,35.479999542,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
98ab61d2-5642-4893-b3aa-c154a5656e29,LVV-8847,18,Williamsburg Bedford Ave,Brooklyn,2025-10-07 07:54:31.000 -0400,2025-10-07 09:43:52.618 -0400,1.820000052,15,27.340000153,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
cca44194-6c40-4876-a4de-016d7fbf38da,JXM-5921,26,Long Island City Court Square,Queens,2025-10-07 07:55:45.000 -0400,2025-10-07 09:54:58.747 -0400,1.99000001,9,17.879999161,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
0a0b2830-101b-4b15-bb16-dccc3ce493b0,K41-LPU,26,Long Island City Court Square,Queens,2025-10-07 07:06:18.000 -0400,2025-10-07 09:49:07.743 -0400,2.710000038,9,24.420000076,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
e4573e3d-1c44-4a25-b5a9-f40798d024ea,VDR-8293,30,Forest Hills 71st Ave,Queens,2025-10-07 07:05:36.000 -0400,2025-10-07 09:06:19.207 -0400,2.00999999,8,16.100000381,completed,TX,2026-02-07 18:17:12.676 -0500,\\N,\\N
ebe6f739-5c0f-49c2-bf68-4e4d9717ea21,PWZ-4160,39,Bronx Zoo Southern Blvd,Bronx,2025-10-07 07:13:16.000 -0400,2025-10-07 09:16:33.610 -0400,2.049999952,18,36.990001678,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
3b5cab7b-158a-43ca-9ecb-d1617e8b306d,B25-BWL,43,Staten Island Courthouse,Staten_Island,2025-10-07 07:13:43.000 -0400,2025-10-07 09:45:24.772 -0400,2.529999971,5,12.640000343,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
667856f8-1790-4ea9-b659-14e715f1ad34,DZW-1360,22,Coney Island Boardwalk,Brooklyn,2025-10-07 08:03:23.000 -0400,2025-10-07 09:57:27.674 -0400,1.899999976,8,15.210000038,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
8663b1c3-0e81-4b28-9cb6-6425380790fb,3FM-A39,26,Long Island City Court Square,Queens,2025-10-07 08:12:19.000 -0400,2025-10-07 09:53:59.043 -0400,1.690000057,9,15.25,completed,MA,2026-02-07 18:17:12.676 -0500,\\N,\\N
72aa13f6-cafa-41e1-8440-c55cb1afa81d,VFH-1258,37,Yankee Stadium Lot A,Bronx,2025-10-07 08:04:59.000 -0400,2025-10-07 09:43:44.623 -0400,1.649999976,25,41.150001526,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
da428ef8-fd81-4423-996e-ebf274e33336,ERC-2017,38,Fordham Road Plaza,Bronx,2025-10-07 08:31:59.000 -0400,2025-10-07 09:11:16.441 -0400,0.6499999762,6,3.930000067,completed,PA,2026-02-07 18:17:12.676 -0500,\\N,\\N
bd12d7ae-42d4-41cb-a077-63f9fd3c9432,CTJ-8903,39,Bronx Zoo Southern Blvd,Bronx,2025-10-07 08:01:29.000 -0400,2025-10-07 09:20:32.084 -0400,1.320000052,18,23.719999313,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
5a9c0409-7571-43bf-be50-36ccd4f1247f,YFW-5080,2,Penn Station 33rd St,Manhattan,2025-10-07 06:38:47.000 -0400,2025-10-07 10:05:41.507 -0400,3.450000048,28,96.559997559,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
b3e35549-68b1-4485-ae9b-f8b1ac1e0db5,B20-SLA,2,Penn Station 33rd St,Manhattan,2025-10-07 06:33:36.000 -0400,2025-10-07 10:41:44.469 -0400,4.139999866,28,115.800003052,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
15400699-c20b-4a2f-9206-7c1370df4c7b,Z16-UCN,4,Financial District Wall St,Manhattan,2025-10-07 06:19:08.000 -0400,2025-10-07 10:36:53.038 -0400,4.300000191,40,171.830001831,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
67ace99e-5f20-4054-98af-772bbb5d4d63,RA-90283,13,Harlem 125th St,Manhattan,2025-10-07 06:27:47.000 -0400,2025-10-07 10:08:39.300 -0400,3.680000067,15,55.220001221,completed,CT,2026-02-07 18:17:12.676 -0500,\\N,\\N
9970d256-555e-421d-be05-6a48516614a1,MYZ-4964,22,Coney Island Boardwalk,Brooklyn,2025-10-07 06:07:07.000 -0400,2025-10-07 10:25:58.385 -0400,4.309999943,8,34.509998322,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
49996c41-4c80-4b9a-a117-cd9bf23fbc7b,VHX-2955,27,Flushing Main St,Queens,2025-10-07 06:28:45.000 -0400,2025-10-07 10:12:42.730 -0400,3.730000019,8,29.86000061,completed,PA,2026-02-07 18:17:12.676 -0500,\\N,\\N
d653394a-6730-478e-b2fc-f1b1834b5f6f,MAD-8031,32,Queens Center Mall,Queens,2025-10-07 06:45:16.000 -0400,2025-10-07 10:25:23.698 -0400,3.670000076,5,18.340000153,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
8e4b2d25-ab08-4bd7-9d2b-4c31079c1751,UL-43358,33,Rego Park 63rd Dr,Queens,2025-10-07 06:59:55.000 -0400,2025-10-07 10:08:29.936 -0400,3.140000105,5,15.720000267,completed,CT,2026-02-07 18:17:12.676 -0500,\\N,\\N
f77c195f-8961-4031-946a-78c81ceb4392,AWV-4674,33,Rego Park 63rd Dr,Queens,2025-10-07 06:46:11.000 -0400,2025-10-07 10:25:38.760 -0400,3.660000086,5,18.290000916,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
c5e9864c-727c-4af3-9fd1-8107388a6665,MDK-9455,33,Rego Park 63rd Dr,Queens,2025-10-07 06:17:34.000 -0400,2025-10-07 10:48:09.413 -0400,4.510000229,5,22.549999237,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
05a22031-e94b-4bb2-a77c-a95bc27e6413,MJU-4352,37,Yankee Stadium Lot A,Bronx,2025-10-07 06:44:41.000 -0400,2025-10-07 10:51:01.873 -0400,4.110000134,25,102.63999939,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
c55c3c58-b205-4797-af77-99fec7a011dc,PTL-1012,38,Fordham Road Plaza,Bronx,2025-10-07 06:18:20.000 -0400,2025-10-07 10:06:17.498 -0400,3.799999952,6,22.799999237,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
0a1d167e-4266-4d2d-b660-3a594424613d,VEP-6637,39,Bronx Zoo Southern Blvd,Bronx,2025-10-07 06:20:28.000 -0400,2025-10-07 10:16:25.077 -0400,3.930000067,18,70.790000916,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
e28e0f92-f64e-4fa0-a0ed-cd8d351bb357,KFM-9709,2,Penn Station 33rd St,Manhattan,2025-10-07 07:24:30.000 -0400,2025-10-07 10:58:48.242 -0400,3.569999933,28,100.010002136,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
49a461f6-741b-495f-b08a-99e863b1046f,JV-87899,3,Grand Central 42nd St,Manhattan,2025-10-07 07:17:44.000 -0400,2025-10-07 10:48:11.201 -0400,3.50999999,32,112.239997864,completed,CT,2026-02-07 18:17:12.676 -0500,\\N,\\N
3ca2be0e-8833-47e7-8e2f-38745bc9cc5f,ZGK-475,3,Grand Central 42nd St,Manhattan,2025-10-07 07:21:12.000 -0400,2025-10-07 10:15:24.692 -0400,2.900000095,32,92.910003662,completed,NH,2026-02-07 18:17:12.676 -0500,\\N,\\N
8273eb5a-8fe3-4e0e-a902-466c8947c596,EX-16043,5,Midtown 5th Ave,Manhattan,2025-10-07 07:42:26.000 -0400,2025-10-07 10:27:58.262 -0400,2.75999999,38,104.839996338,completed,CT,2026-02-07 18:17:12.676 -0500,\\N,\\N
d07d3375-c73f-4b2c-909a-33f080142c75,VNF-7857,15,Columbus Circle,Manhattan,2025-10-07 07:02:10.000 -0400,2025-10-07 10:09:08.425 -0400,3.119999886,35,109.069999695,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
f29a0d8e-41cb-44af-aca1-b20e35e74891,D20-FMV,25,Brighton Beach,Brooklyn,2025-10-07 07:53:41.000 -0400,2025-10-07 10:12:00.951 -0400,2.309999943,7,16.13999939,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
c379c13d-a077-44da-8f65-659bed3c97d5,NFS-6166,26,Long Island City Court Square,Queens,2025-10-07 07:28:32.000 -0400,2025-10-07 10:22:22.294 -0400,2.900000095,9,26.079999924,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
be9c2864-c83b-437a-ae6c-faa598df2007,PAG-2920,26,Long Island City Court Square,Queens,2025-10-07 07:19:32.000 -0400,2025-10-07 10:44:47.527 -0400,3.420000076,9,30.790000916,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
7f14ee4d-6346-4657-81f2-49de4b2bc3dc,GVY-6655,26,Long Island City Court Square,Queens,2025-10-07 07:13:07.000 -0400,2025-10-07 10:09:02.526 -0400,2.930000067,9,26.38999939,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
d7c75266-58c1-47ac-8271-197e4900d851,PVX-7716,28,Jamaica Station,Queens,2025-10-07 07:42:35.000 -0400,2025-10-07 10:58:47.102 -0400,3.269999981,6,19.620000839,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
508bc19c-93da-4e82-bdd6-58b23a68d087,BSM-5374,28,Jamaica Station,Queens,2025-10-07 07:28:33.000 -0400,2025-10-07 10:24:37.296 -0400,2.930000067,6,17.61000061,completed,FL,2026-02-07 18:17:12.676 -0500,\\N,\\N
f4d6d088-465a-4350-a0df-78271d3911b0,XAP-4039,30,Forest Hills 71st Ave,Queens,2025-10-07 07:11:44.000 -0400,2025-10-07 10:35:15.129 -0400,3.390000105,8,27.13999939,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
7a92152d-facd-407d-9eaf-e0603c8c1fdb,VLF-4792,32,Queens Center Mall,Queens,2025-10-07 07:06:51.000 -0400,2025-10-07 10:36:51.708 -0400,3.5,5,17.5,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
b4acfb66-3052-4fb8-a6a3-49aa0d7ea995,ERH-5018,37,Yankee Stadium Lot A,Bronx,2025-10-07 07:39:14.000 -0400,2025-10-07 10:04:42.063 -0400,2.420000076,25,60.61000061,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
8e07a975-7cf7-466d-8341-7e217ab53681,W23-EJB,39,Bronx Zoo Southern Blvd,Bronx,2025-10-07 07:02:21.000 -0400,2025-10-07 10:48:59.095 -0400,3.779999971,18,67.989997864,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
fd42eb57-5663-4470-baf5-ca528960809c,YPW-8208,39,Bronx Zoo Southern Blvd,Bronx,2025-10-07 07:46:38.000 -0400,2025-10-07 10:45:34.647 -0400,2.980000019,18,53.680000305,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
d98c2145-0a13-43ed-8f5f-0ca98148c031,C36-WTM,1,Times Square 44th St,Manhattan,2025-10-07 08:01:31.000 -0400,2025-10-07 10:16:59.759 -0400,2.25999999,35,79.029998779,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
e7b75f79-bd8e-4b19-8018-03e3b4fcdf31,A82-UVX,3,Grand Central 42nd St,Manhattan,2025-10-07 08:55:14.000 -0400,2025-10-07 10:49:23.780 -0400,1.899999976,32,60.88999939,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
65223275-5687-4c0f-971c-d8a6c1b3395e,H47-FBV,7,Upper East Side 86th St,Manhattan,2025-10-07 08:09:31.000 -0400,2025-10-07 10:35:10.569 -0400,2.430000067,30,72.830001831,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
f1b8c337-320c-475a-8e9a-dae6d5df74a8,JHG-2343,10,Tribeca Greenwich St,Manhattan,2025-10-07 08:29:28.000 -0400,2025-10-07 10:29:44.685 -0400,2,32,64.150001526,completed,VA,2026-02-07 18:17:12.676 -0500,\\N,\\N
5be054e8-a8fe-4df7-970f-6cbf1b5acfc3,S39-ZHK,13,Harlem 125th St,Manhattan,2025-10-07 08:01:50.000 -0400,2025-10-07 10:04:44.813 -0400,2.049999952,15,30.729999542,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
173b2538-cba4-48be-985b-ad1f6e070e83,GG-78204,16,Downtown Brooklyn Borough Hall,Brooklyn,2025-10-07 08:41:34.000 -0400,2025-10-07 10:27:24.441 -0400,1.75999999,9,15.880000114,completed,CT,2026-02-07 18:17:12.676 -0500,\\N,\\N
e7dfd060-5293-4685-8273-cf153f8f8591,UKW-7522,16,Downtown Brooklyn Borough Hall,Brooklyn,2025-10-07 08:26:29.000 -0400,2025-10-07 10:56:59.064 -0400,2.50999999,9,22.579999924,completed,FL,2026-02-07 18:17:12.676 -0500,\\N,\\N
44396c7c-d1a4-4345-966d-fe21d9b0a761,D47-WEX,16,Downtown Brooklyn Borough Hall,Brooklyn,2025-10-07 08:21:10.000 -0400,2025-10-07 10:55:25.993 -0400,2.569999933,9,23.13999939,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
eb262024-198d-4ee1-997f-5b14a4c9aeae,ZFP-5842,17,DUMBO Water St,Brooklyn,2025-10-07 08:19:30.000 -0400,2025-10-07 10:50:15.175 -0400,2.50999999,18,45.229999542,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
e1cc154f-7088-470c-86b2-105102de34a6,MDG-6731,24,Flatbush Junction,Brooklyn,2025-10-07 08:55:50.000 -0400,2025-10-07 10:58:18.133 -0400,2.039999962,6,12.25,completed,MI,2026-02-07 18:17:12.676 -0500,\\N,\\N
a4f0de5c-8da7-4949-9837-4677179e5c2b,VZF-6965,26,Long Island City Court Square,Queens,2025-10-07 08:03:01.000 -0400,2025-10-07 10:38:01.300 -0400,2.579999924,9,23.25,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
ac3bf4e0-5903-4f27-9599-573126c19fd7,ZJ-61422,26,Long Island City Court Square,Queens,2025-10-07 08:48:30.000 -0400,2025-10-07 10:10:30.849 -0400,1.370000005,9,12.300000191,completed,CT,2026-02-07 18:17:12.676 -0500,\\N,\\N
854f77d2-d6cd-4dd1-8a85-58d507c59439,RGB-9617,28,Jamaica Station,Queens,2025-10-07 08:02:40.000 -0400,2025-10-07 10:17:47.484 -0400,2.25,6,13.510000229,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
428bca67-36e2-4a60-a718-a39e3c2aeca5,XEV-4382,32,Queens Center Mall,Queens,2025-10-07 08:06:22.000 -0400,2025-10-07 10:48:17.464 -0400,2.700000048,5,13.489999771,completed,TX,2026-02-07 18:17:12.676 -0500,\\N,\\N
be0fc501-4333-4ba9-8e9d-c858ffa2b4e3,T51-XVC,32,Queens Center Mall,Queens,2025-10-07 08:54:37.000 -0400,2025-10-07 10:51:09.071 -0400,1.940000057,5,9.710000038,completed,NJ,2026-02-07 18:17:12.676 -0500,\\N,\\N
03aaaebf-b532-4889-9f0f-d2d864e95e71,XGC-8099,45,New Dorp Municipal,Staten_Island,2025-10-07 08:38:18.000 -0400,2025-10-07 10:11:37.054 -0400,1.559999943,3,4.670000076,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
6418acee-255a-4625-b89f-686069c27c8c,VSW-6038,1,Times Square 44th St,Manhattan,2025-10-07 09:42:04.000 -0400,2025-10-07 10:28:23.202 -0400,0.7699999809,35,27.020000458,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
ddbb56a9-4242-4a3b-8613-52380d238279,RZS-5114,13,Harlem 125th St,Manhattan,2025-10-07 09:11:14.000 -0400,2025-10-07 10:18:19.594 -0400,1.120000005,15,16.770000458,completed,PA,2026-02-07 18:17:12.676 -0500,\\N,\\N
86df3f41-4f32-4f19-8636-879968beb2cc,RUM-2753,14,Lincoln Center 65th St,Manhattan,2025-10-07 09:13:32.000 -0400,2025-10-07 10:43:38.982 -0400,1.5,30,45.060001373,completed,PA,2026-02-07 18:17:12.676 -0500,\\N,\\N
7692d68e-fe30-449b-99aa-b70853fbc543,MXJ-8934,16,Downtown Brooklyn Borough Hall,Brooklyn,2025-10-07 09:35:14.000 -0400,2025-10-07 10:05:49.073 -0400,0.5099999905,9,4.590000153,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
5fcf108c-6479-4693-9a2c-8226ac6c3c90,KJN-4769,16,Downtown Brooklyn Borough Hall,Brooklyn,2025-10-07 09:13:05.000 -0400,2025-10-07 10:49:55.534 -0400,1.610000014,9,14.529999733,completed,NY,2026-02-07 18:17:12.676 -0500,\\N,\\N
